9.36		23.71807
9.38		23.7184
9.40		23.71872
9.42		23.71904
9.44		23.71936
9.46		23.71967
9.48		23.71997
9.50		23.72027
9.52		23.72056
9.54		23.72085
9.56		23.72114
9.58		23.72142
9.60		23.72169
9.62		23.72196
9.64		23.72223
9.66		23.72249
9.68		23.72275
9.70		23.723
9.72		23.72325
9.74		23.72349
9.76		23.72373
9.78		23.72397
9.80		23.7242
9.82		23.72443
9.84		23.72466
9.86		23.72488
9.88		23.72509
9.90		23.72531
9.92		23.72552
9.94		23.72573
9.96		23.72593
9.98		23.72613
10.00		23.72633
10.02		23.72652
10.04		23.72671
10.06		23.7269
10.08		23.72708
10.10		23.72726
10.12		23.72744
10.14		23.72762
10.16		23.72779
10.18		23.72796
10.20		23.72812
10.22		23.72829
10.24		23.72845
10.26		23.72861
10.28		23.72877
10.30		23.72892
10.32		23.72907
10.34		23.72922
10.36		23.72936
10.38		23.72951
10.40		23.72965
10.42		23.72979
10.44		23.72993
10.46		23.73006
10.48		23.73019
10.50		23.73032
10.52		23.73045
10.54		23.73057
10.56		23.7307
10.58		23.73082
10.60		23.73094
10.62		23.73106
10.64		23.73117
10.66		23.73129
10.68		23.7314
10.70		23.73151
10.72		23.73162
10.74		23.73173
10.76		23.73183
10.78		23.73194
10.80		23.73204
10.82		23.73214
10.84		23.73223
10.86		23.73233
10.88		23.73242
10.90		23.73252
10.92		23.73261
10.94		23.7327
10.96		23.73279
10.98		23.73287
11.00		23.73296
11.02		23.73304
11.04		23.73313
11.06		23.73321
11.08		23.73329
11.10		23.73337
11.12		23.73344
11.14		23.73352
11.16		23.73359
11.18		23.73367
11.20		23.73374
11.22		23.73381
11.24		23.73388
11.26		23.73395
11.28		23.73402
11.30		23.73409
11.32		23.73415
11.34		23.73422
11.36		23.73428
11.38		23.73434
11.40		23.7344
11.42		23.73446
11.44		23.73452
11.46		23.73458
11.48		23.73464
11.50		23.7347
11.52		23.73475
11.54		23.73481
11.56		23.73486
11.58		23.73491
11.60		23.73497
11.62		23.73502
11.64		23.73507
11.66		23.73512
11.68		23.73516
11.70		23.73521
11.72		23.73526
11.74		23.73531
11.76		23.73535
11.78		23.7354
11.80		23.73544
11.82		23.73548
11.84		23.73553
11.86		23.73557
11.88		23.73561
11.90		23.73565
11.92		23.73569
11.94		23.73573
11.96		23.73577
11.98		23.7358
12.00		23.73584
12.02		23.73588
12.04		23.73591
12.06		23.73595
12.08		23.73598
12.10		23.73602
12.12		23.73605
12.14		23.73608
12.16		23.73612
12.18		23.73615
12.20		23.73618
12.22		23.73621
12.24		23.73624
12.26		23.73627
12.28		23.7363
12.30		23.73633
12.32		23.73636
12.34		23.73639
12.36		23.73641
12.38		23.73644
12.40		23.73647
12.42		23.73649
12.44		23.73652
12.46		23.73655
12.48		23.73657
